R,G,B,y
1,1,1,0
245,245,247,0
192,24,15,1
232,21,2,1
3,11,50,0
1,1,1,0
245,245,247,0
201,20,11,1
235,24,5,1
3,10,56,0
1,1,1,0
243,243,245,0
238,29,9,1
3,10,64,0
1,1,1,0
243,243,245,0
212,11,3,1
240,34,13,1
5,8,77,0
1,1,1,0
244,244,246,0
216,7,3,1
238,37,17,1
6,8,85,0
1,1,1,0
244,244,246,0
223,7,10,1
238,49,29,1
7,8,91,0
2,0,1,0
243,243,245,0
227,6,13,1
244,69,48,1
7,8,100,0
2,0,1,0
242,242,244,0
232,14,15,1
12,12,66,0
5,5,7,0
249,249,251,0
174,68,55,1
228,12,13,1
12,13,61,0
4,4,6,0
249,249,251,0
166,74,59,1
227,15,14,1
12,11,53,0
5,3,6,0
249,249,251,0
161,78,62,1
221,18,14,1
11,11,47,0
6,1,5,0
249,249,251,0
162,79,65,1
215,18,12,1
11,10,44,0
9,3,5,0
248,248,248,0
213,20,15,1
14,10,43,0
12,1,5,0
248,248,248,0
162,80,68,1
213,20,15,1
15,10,42,0
13,1,3,0
248,248,248,0
161,79,67,1
211,17,15,1
15,10,40,0
17,1,4,0
248,248,248,0
159,75,65,1
214,20,18,1
16,9,40,0
21,1,3,0
248,248,248,0
156,72,62,1
213,19,19,1
16,10,38,0
22,0,3,0
248,248,248,0
214,22,21,1
16,10,36,0
24,0,2,0
248,248,248,0
164,82,71,1
211,23,21,1
15,10,33,0
23,0,1,0
248,248,248,0
173,93,82,1
204,22,19,1
17,9,32,0
18,0,1,0
248,248,248,0
181,105,92,1
197,24,18,1
15,11,28,0
14,0,0,0
248,248,248,0
187,113,100,1
191,26,20,1
15,11,26,0
11,0,0,0
248,248,248,0
184,27,20,1
13,11,24,0
7,0,0,0
248,248,248,0
200,134,118,1
162,18,10,1
13,11,25,0
4,0,0,0
248,248,248,0
203,141,126,1
155,16,9,1
13,10,27,0
1,1,0,0
247,247,247,0
204,146,134,1
147,12,6,1
13,10,29,0
1,1,1,0
247,247,247,0
207,151,138,1
141,10,2,1
12,11,29,0
0,2,1,0
247,247,247,0
138,7,0,1
12,11,27,0
0,2,1,0
247,247,249,0
217,157,146,1
140,5,0,1
12,11,27,0
0,2,1,0
247,247,249,0
213,151,140,1
147,4,0,1
12,11,25,0
1,1,1,0
247,247,249,0
208,141,132,1
155,2,0,1
9,11,23,0
1,1,1,0
247,247,249,0
205,131,122,1
171,3,0,1
10,12,24,0
2,0,1,0
247,247,249,0
190,8,5,1
11,13,25,0
2,0,1,0
247,247,249,0
199,112,103,1
209,15,13,1
9,13,24,0
2,0,1,0
247,247,249,0
195,102,94,1
221,18,14,1
8,12,24,0
2,0,1,0
247,247,249,0
188,91,82,1
225,16,12,1
9,12,27,0
1,1,1,0
246,246,248,0
184,83,71,1
228,15,11,1
10,13,28,0
1,1,1,0
246,246,248,0
229,14,9,1
11,13,25,0
1,1,1,0
246,246,246,0
167,59,46,1
230,13,8,1
11,13,25,0
1,1,1,0
246,246,246,0
158,48,33,1
235,13,12,1
9,12,27,0
0,0,0,0
246,246,246,0
154,41,27,1
235,13,12,1
6,12,28,0
0,0,0,0
246,246,246,0
158,37,26,1
236,12,12,1
4,9,29,0
0,0,0,0
246,246,246,0
236,12,10,1
7,12,34,0
0,0,0,0
246,246,246,0
149,25,17,1
235,11,9,1
14,19,41,0
0,0,0,0
245,245,247,0
147,23,13,1
235,12,7,1
20,25,47,0
0,0,0,0
245,245,247,0
147,20,13,1
236,13,8,1
16,21,43,0
0,0,0,0
245,245,247,0
149,18,10,1
237,14,7,1
11,16,38,0
0,0,0,0
245,245,247,0
236,15,6,1
6,10,35,0
1,1,1,0
245,245,247,0
158,15,11,1
234,16,6,1
4,10,36,0
1,1,1,0
245,245,247,0
169,17,14,1
233,17,4,1
3,10,38,0
1,1,1,0
245,245,247,0
178,19,16,1
231,19,5,1
2,11,42,0
1,1,1,0
245,245,247,0
189,19,19,1
232,21,4,1
3,12,45,0
1,1,1,0
243,243,245,0
233,23,6,1
4,11,55,0
1,1,1,0
243,243,245,0
200,16,16,1
233,26,8,1
6,8,67,0
2,0,1,0
244,244,246,0
202,14,13,1
231,30,12,1
7,7,79,0
2,0,1,0
244,244,246,0
205,12,13,1
228,37,19,1
8,7,85,0
2,0,1,0
244,244,246,0
208,12,13,1
238,58,41,1
7,7,93,0
2,0,1,0
243,243,245,0
230,16,16,1
12,12,76,0
3,3,5,0
249,249,251,0
214,8,12,1
227,15,14,1
11,12,66,0
3,3,5,0
249,249,251,0
217,7,10,1
222,19,15,1
9,12,57,0
5,3,6,0
249,249,251,0
220,7,11,1
219,22,16,1
9,11,49,0
7,2,6,0
249,249,251,0
221,6,11,1
214,22,17,1
11,11,45,0
8,2,4,0
248,248,248,0
209,25,17,1
13,12,44,0
10,1,4,0
248,248,248,0
225,6,10,1
208,23,18,1
12,11,42,0
11,1,2,0
248,248,248,0
225,6,10,1
205,22,16,1
14,11,42,0
13,1,3,0
248,248,248,0
225,7,8,1
206,23,19,1
14,11,40,0
17,1,4,0
248,248,248,0
225,7,6,1
205,21,19,1
14,9,39,0
19,0,2,0
248,248,248,0
204,22,19,1
15,9,37,0
19,0,2,0
248,248,248,0
226,7,5,1
196,21,18,1
15,9,35,0
19,0,2,0
248,248,248,0
226,7,3,1
184,17,11,1
15,9,35,0
15,1,1,0
248,248,248,0
226,7,3,1
176,14,9,1
15,10,32,0
12,0,0,0
248,248,248,0
230,8,5,1
169,16,8,1
13,11,25,0
10,0,1,0
248,248,248,0
161,17,8,1
13,11,24,0
6,0,0,0
248,248,248,0
228,11,2,1
143,8,2,1
13,11,25,0
4,0,0,0
247,247,247,0
224,12,1,1
135,8,1,1
12,11,27,0
2,1,0,0
247,247,247,0
219,15,6,1
129,4,0,1
12,11,27,0
1,1,1,0
247,247,247,0
213,19,9,1
125,2,0,1
12,11,29,0
0,2,1,0
247,247,247,0
125,0,0,1
12,11,27,0
0,2,1,0
247,247,249,0
193,22,14,1
128,0,0,1
10,12,25,0
0,2,1,0
247,247,249,0
173,14,8,1
137,0,0,1
10,12,24,0
1,1,1,0
247,247,249,0
156,7,1,1
147,0,0,1
9,12,21,0
1,1,1,0
247,247,249,0
142,1,0,1
163,0,0,1
10,13,22,0
2,0,1,0
247,247,249,0
183,3,2,1
10,13,22,0
2,0,1,0
247,247,249,0
130,0,0,1
205,11,11,1
10,13,22,0
2,0,1,0
247,247,249,0
128,1,0,1
217,15,13,1
9,11,23,0
2,0,1,0
247,247,249,0
131,7,0,1
223,15,13,1
9,11,24,0
1,1,1,0
246,246,248,0
136,13,5,1
226,14,11,1
11,13,26,0
1,1,1,0
246,246,248,0
228,15,11,1
11,13,25,0
1,1,1,0
246,246,246,0
138,16,5,1
230,15,12,1
11,13,25,0
1,1,1,0
246,246,246,0
137,15,4,1
232,13,11,1
11,13,28,0
0,0,0,0
246,246,246,0
132,14,4,1
235,13,12,1
9,10,28,0
0,0,0,0
246,246,246,0
123,13,0,1
235,13,12,1
7,9,30,0
0,0,0,0
246,246,246,0
234,12,11,1
10,12,35,0
0,0,0,0
246,246,246,0
106,10,0,1
235,11,9,1
17,19,42,0
0,0,0,0
245,245,247,0
104,8,0,1
235,11,9,1
25,27,50,0
0,0,0,0
245,245,247,0
107,9,0,1
236,12,10,1
13,18,40,0
0,0,0,0
245,245,247,0
115,11,0,1
235,13,10,1
9,14,36,0
0,0,0,0
245,245,247,0
234,15,9,1
5,10,32,0
1,1,1,0
245,245,247,0
136,13,5,1
233,16,9,1
4,9,31,0
1,1,1,0
245,245,247,0
149,15,6,1
234,17,8,1
3,9,33,0
1,1,1,0
245,245,247,0
163,16,8,1
231,19,8,1
3,9,35,0
1,1,1,0
245,245,247,0
178,17,7,1
232,20,8,1
4,10,36,0
1,1,1,0
243,243,245,0
230,22,9,1
6,10,45,0
1,1,1,0
243,243,245,0
204,17,10,1
231,23,10,1
7,9,57,0
2,0,1,0
244,244,246,0
214,16,13,1
228,25,10,1
7,8,65,0
2,0,1,0
244,244,246,0
215,9,13,1
227,29,16,1
8,7,73,0
2,0,1,0
244,244,246,0
221,8,14,1
234,47,32,1
10,8,83,0
2,0,1,0
243,243,245,0
223,18,15,1
13,12,90,0
3,1,2,0
248,248,250,0
164,53,42,1
218,19,14,1
11,12,76,0
4,2,3,0
248,248,250,0
150,61,45,1
217,22,16,1
10,14,62,0
4,2,3,0
248,248,250,0
146,67,50,1
215,27,18,1
9,13,51,0
4,2,3,0
248,248,250,0
148,71,55,1
210,27,19,1
8,11,46,0
5,1,2,0
248,248,250,0
205,28,18,1
10,10,44,0
6,0,2,0
248,248,250,0
149,76,61,1
203,26,18,1
11,12,43,0
6,0,2,0
248,248,250,0
151,78,63,1
197,23,16,1
11,10,42,0
8,0,2,0
248,248,250,0
152,79,64,1
192,17,12,1
13,10,41,0
8,0,2,0
247,247,249,0
154,78,64,1
187,14,8,1
14,9,39,0
9,0,0,0
247,247,249,0
181,12,7,1
15,9,37,0
9,0,0,0
246,247,249,0
156,78,65,1
173,10,5,1
15,9,35,0
9,0,0,0
246,247,249,0
160,81,68,1
164,7,0,1
17,8,35,0
7,0,0,0
246,247,249,0
165,86,73,1
157,6,0,1
15,10,32,0
5,0,0,0
246,247,249,0
172,90,76,1
149,5,0,1
13,11,22,0
4,0,1,0
246,247,249,0
142,4,0,1
12,12,20,0
4,0,1,0
246,247,249,0
185,106,89,1
134,1,0,1
12,12,22,0
2,0,1,0
246,247,249,0
192,115,99,1
131,3,0,1
9,11,23,0
2,0,1,0
246,247,249,0
196,122,109,1
128,1,0,1
9,11,26,0
1,1,1,0
245,246,248,0
200,128,114,1
128,1,0,1
9,11,26,0
1,1,1,0
245,246,248,0
130,1,0,1
9,11,26,0
1,1,1,0
245,246,248,0
216,142,129,1
136,1,0,1
9,11,24,0
1,1,1,0
245,246,248,0
216,140,127,1
145,1,0,1
9,11,23,0
1,1,1,0
245,246,248,0
211,133,121,1
154,0,0,1
9,12,21,0
1,1,1,0
245,246,248,0
205,123,111,1
173,5,4,1
9,12,19,0
2,0,1,0
246,246,248,0
190,8,7,1
9,12,19,0
2,0,1,0
246,246,248,0
197,105,94,1
206,14,13,1
9,12,21,0
2,0,1,0
246,246,248,0
191,97,87,1
218,16,14,1
11,11,23,0
2,0,1,0
246,246,248,0
182,86,74,1
223,15,13,1
12,11,25,0
1,1,1,0
245,245,247,0
174,78,66,1
226,14,11,1
12,11,25,0
1,1,1,0
245,245,247,0
228,15,11,1
13,12,26,0
1,1,1,0
246,244,247,0
144,48,32,1
229,14,11,1
17,16,30,0
1,1,1,0
245,243,246,0
128,35,18,1
231,14,9,1
16,15,31,0
1,1,1,0
245,243,246,0
119,26,11,1
232,13,9,1
12,11,29,0
1,1,1,0
245,243,246,0
120,23,14,1
233,14,12,1
11,8,29,0
1,1,1,0
245,243,246,0
232,13,11,1
11,9,31,0
1,1,1,0
245,243,246,0
110,11,5,1
234,12,11,1
20,18,40,0
1,1,1,0
243,243,245,0
112,9,2,1
234,12,11,1
29,29,53,0
1,1,1,0
243,243,245,0
113,8,4,1
235,13,12,1
16,18,41,0
1,1,1,0
243,243,245,0
115,8,2,1
235,13,12,1
9,14,36,0
1,1,1,0
243,243,245,0
233,14,12,1
5,10,32,0
1,1,1,0
242,243,245,0
123,6,0,1
232,14,12,1
4,9,31,0
1,1,1,0
242,243,245,0
136,13,6,1
233,16,11,1
5,7,30,0
1,1,1,0
243,244,246,0
148,16,11,1
231,18,12,1
7,9,32,0
1,1,1,0
243,244,246,0
161,19,15,1
231,18,10,1
12,10,34,0
1,1,1,0
242,243,245,0
228,20,10,1
12,9,38,0
1,1,1,0
242,243,245,0
180,18,13,1
229,21,9,1
10,9,43,0
1,1,1,0
242,243,245,0
184,15,10,1
228,22,9,1
11,9,49,0
1,1,1,0
241,242,244,0
191,13,9,1
231,27,16,1
12,8,58,0
1,1,1,0
241,242,244,0
196,13,9,1
234,33,23,1
14,8,68,0
1,1,1,0
240,241,243,0
218,24,15,1
15,11,105,0
3,1,2,0
248,248,250,0
209,11,10,1
213,25,16,1
13,12,88,0
3,1,2,0
248,248,250,0
213,11,11,1
213,26,17,1
11,13,74,0
4,2,3,0
248,248,250,0
215,9,11,1
208,27,16,1
10,12,63,0
4,2,3,0
248,248,250,0
219,9,12,1
201,24,14,1
9,12,57,0
5,1,2,0
248,248,250,0
193,21,9,1
8,10,51,0
5,1,2,0
248,248,250,0
225,6,10,1
187,16,8,1
10,9,49,0
5,1,2,0
248,248,250,0
226,5,10,1
180,12,3,1
10,10,46,0
5,1,2,0
248,248,250,0
226,6,8,1
177,8,1,1
11,10,42,0
6,0,2,0
247,247,249,0
226,6,6,1
170,3,0,1
13,10,39,0
6,0,2,0
247,247,249,0
164,1,0,1
14,10,35,0
6,0,2,0
246,247,249,0
226,7,5,1
160,1,0,1
13,9,32,0
6,0,2,0
246,247,249,0
226,7,3,1
156,3,0,1
14,9,32,0
4,0,1,0
246,247,249,0
226,7,3,1
153,4,0,1
13,8,28,0
4,0,1,0
246,247,249,0
226,7,1,1
148,4,0,1
13,11,22,0
2,0,1,0
246,247,249,0
142,1,0,1
12,12,20,0
2,0,1,0
246,247,249,0
226,10,0,1
144,3,0,1
12,12,22,0
2,0,1,0
246,247,249,0
224,11,0,1
143,4,0,1
11,11,23,0
2,0,1,0
245,246,248,0
221,10,0,1
145,6,0,1
11,10,24,0
1,1,1,0
245,246,248,0
216,14,4,1
147,8,3,1
11,10,26,0
1,1,1,0
245,246,248,0
151,12,9,1
9,11,26,0
1,1,1,0
245,246,248,0
209,22,15,1
159,16,12,1
9,11,24,0
1,1,1,0
245,246,248,0
195,16,12,1
167,18,14,1
11,11,23,0
1,1,1,0
245,246,248,0
182,8,7,1
177,18,15,1
11,11,21,0
1,1,1,0
245,246,248,0
167,2,0,1
188,19,16,1
11,11,19,0
2,0,1,0
246,246,248,0
201,19,16,1
11,11,19,0
2,0,1,0
246,246,248,0
156,2,0,1
211,19,16,1
11,11,21,0
2,0,1,0
246,246,248,0
148,0,0,1
218,19,16,1
12,10,21,0
2,0,1,0
246,246,248,0
140,0,0,1
224,16,12,1
13,11,24,0
1,1,1,0
245,245,247,0
139,2,0,1
226,14,10,1
13,11,25,0
1,1,1,0
245,245,247,0
227,14,10,1
13,12,28,0
1,1,1,0
246,244,247,0
148,14,5,1
228,13,8,1
16,15,31,0
1,1,1,0
245,243,246,0
152,17,13,1
231,14,9,1
16,15,31,0
1,1,1,0
245,243,246,0
145,13,9,1
231,14,9,1
14,11,28,0
1,1,1,0
245,243,246,0
133,10,5,1
232,13,11,1
12,9,28,0
1,1,1,0
245,243,246,0
232,13,11,1
13,10,31,0
1,1,1,0
245,243,246,0
112,9,2,1
234,12,11,1
19,17,39,0
1,1,1,0
243,243,245,0
103,6,0,1
234,11,12,1
26,27,48,0
1,1,1,0
243,243,245,0
97,3,0,1
234,11,12,1
17,19,42,0
1,1,1,0
243,243,245,0
94,2,0,1
235,12,13,1
9,14,36,0
1,1,1,0
243,243,245,0
235,12,15,1
5,10,32,0
1,1,1,0
242,243,245,0
108,7,0,1
234,14,14,1
4,9,31,0
1,1,1,0
242,243,245,0
119,8,0,1
233,15,14,1
7,7,31,0
1,1,1,0
243,244,246,0
132,10,0,1
232,17,14,1
10,8,32,0
1,1,1,0
243,244,246,0
152,11,4,1
231,18,14,1
13,9,32,0
1,1,1,0
242,243,245,0
230,19,12,1
14,8,34,0
1,1,1,0
242,243,245,0
190,18,16,1
228,19,12,1
13,9,36,0
1,1,1,0
242,243,245,0
204,20,18,1
229,21,11,1
14,9,41,0
1,1,1,0
241,242,244,0
206,13,14,1
235,27,17,1
15,9,47,0
1,1,1,0
241,242,244,0
211,13,14,1
235,27,17,1
16,8,55,0
1,1,1,0
240,241,243,0
215,29,17,1
18,11,117,0
3,1,2,0
248,248,250,0
149,45,34,1
209,29,15,1
16,11,105,0
3,1,2,0
248,248,250,0
134,51,35,1
207,29,17,1
14,10,94,0
3,1,2,0
248,248,250,0
129,56,39,1
204,28,15,1
12,10,83,0
3,1,2,0
248,248,250,0
131,59,44,1
195,21,10,1
10,10,74,0
2,0,1,0
248,248,250,0
187,15,3,1
9,10,67,0
2,0,1,0
248,248,250,0
128,62,46,1
181,10,2,1
8,8,60,0
4,0,1,0
248,248,250,0
130,67,50,1
174,6,0,1
10,8,55,0
4,0,1,0
248,248,250,0
134,71,54,1
170,3,0,1
10,10,48,0
4,0,1,0
247,247,249,0
139,73,57,1
167,3,0,1
11,10,41,0
4,0,1,0
247,247,249,0
168,5,0,1
11,11,35,0
4,0,1,0
246,247,249,0
150,78,63,1
166,7,1,1
12,10,31,0
4,0,1,0
246,247,249,0
157,81,67,1
164,7,2,1
12,9,26,0
4,0,1,0
246,247,249,0
161,82,67,1
162,9,3,1
11,9,23,0
4,0,1,0
246,247,249,0
160,78,64,1
164,12,7,1
13,11,24,0
2,0,1,0
246,247,249,0
164,13,6,1
12,10,23,0
2,0,1,0
246,247,249,0
168,82,65,1
168,14,6,1
12,10,24,0
2,0,1,0
246,247,249,0
176,90,75,1
171,14,7,1
12,10,24,0
2,0,1,0
245,246,248,0
180,97,83,1
171,16,11,1
12,9,26,0
1,1,1,0
245,246,248,0
187,104,90,1
173,18,13,1
12,9,26,0
1,1,1,0
245,246,248,0
176,21,17,1
12,10,24,0
1,1,1,0
245,246,248,0
207,124,110,1
180,25,21,1
12,10,24,0
1,1,1,0
245,246,248,0
209,123,110,1
187,28,24,1
12,10,23,0
1,1,1,0
245,246,248,0
204,118,103,1
193,30,25,1
12,10,21,0
1,1,1,0
245,246,248,0
197,108,94,1
196,24,20,1
12,11,19,0
2,0,1,0
246,246,248,0
201,22,17,1
12,11,19,0
2,0,1,0
246,246,248,0
186,90,78,1
208,19,13,1
12,10,21,0
2,0,1,0
246,246,248,0
181,83,72,1
217,18,11,1
13,10,21,0
2,0,1,0
246,246,248,0
171,75,63,1
224,17,11,1
13,9,23,0
1,1,1,0
245,245,247,0
164,68,56,1
228,15,9,1
12,10,23,0
1,1,1,0
245,245,247,0
230,13,8,1
11,13,26,0
1,1,1,0
246,244,247,0
129,40,26,1
231,12,6,1
13,17,29,0
1,1,1,0
246,244,247,0
112,26,11,1
231,14,7,1
14,16,31,0
1,1,1,0
245,243,246,0
100,18,4,1
231,14,7,1
15,14,30,0
1,1,1,0
245,243,246,0
94,17,7,1
232,13,9,1
13,12,30,0
1,1,1,0
245,243,246,0
232,13,11,1
13,12,30,0
1,1,1,0
245,243,246,0
83,6,0,1
234,12,11,1
17,15,36,0
1,1,1,0
243,243,245,0
85,5,0,1
235,11,12,1
22,23,43,0
1,1,1,0
243,243,245,0
88,5,0,1
235,10,14,1
17,19,40,0
1,1,1,0
243,243,245,0
91,6,1,1
236,11,15,1
9,14,34,0
1,1,1,0
243,243,245,0
237,12,18,1
6,11,33,0
1,1,1,0
242,243,245,0
97,4,0,1
237,14,17,1
5,10,32,0
1,1,1,0
242,243,245,0
106,8,0,1
235,15,17,1
7,7,31,0
1,1,1,0
243,244,246,0
118,11,3,1
234,16,15,1
11,9,33,0
1,1,1,0
243,244,246,0
133,16,9,1
232,17,15,1
13,9,34,0
1,1,1,0
242,243,245,0
232,19,15,1
14,8,34,0
1,1,1,0
242,243,245,0
156,17,10,1
233,20,16,1
14,9,32,0
1,1,1,0
242,243,245,0
163,14,7,1
233,22,15,1
14,8,34,0
1,1,1,0
241,242,244,0
170,13,8,1
235,24,13,1
15,8,39,0
1,1,1,0
240,241,243,0
175,10,6,1
236,24,13,1
17,9,46,0
1,1,1,0
240,241,243,0
210,26,14,1
19,11,122,0
2,0,1,0
248,248,250,0
195,16,12,1
206,28,16,1
17,10,113,0
2,0,1,0
248,248,250,0
199,15,13,1
209,28,17,1
15,10,104,0
2,0,1,0
248,248,250,0
203,13,13,1
206,28,18,1
13,9,94,0
2,0,1,0
248,248,250,0
208,12,14,1
201,23,13,1
11,8,87,0
2,0,1,0
248,248,250,0
195,18,10,1
10,9,79,0
2,0,1,0
248,248,250,0
217,8,13,1
189,16,9,1
9,7,72,0
4,0,1,0
248,248,250,0
220,7,11,1
185,14,6,1
8,7,64,0
4,0,1,0
248,248,250,0
223,7,10,1
174,3,0,1
8,9,57,0
4,0,1,0
247,247,249,0
225,6,10,1
178,9,2,1
10,9,49,0
4,0,1,0
247,247,249,0
186,17,10,1
9,10,41,0
4,0,1,0
246,247,249,0
226,6,6,1
186,17,12,1
8,10,33,0
4,0,1,0
246,247,249,0
226,7,5,1
180,11,8,1
8,9,27,0
4,0,1,0
246,247,249,0
226,7,3,1
180,11,8,1
10,9,25,0
4,0,1,0
246,247,249,0
228,6,1,1
186,18,15,1
13,10,29,0
2,0,1,0
246,247,249,0
193,24,21,1
13,10,29,0
2,0,1,0
246,247,249,0
226,8,0,1
197,24,18,1
13,8,28,0
2,0,1,0
245,246,248,0
228,12,0,1
197,24,18,1
13,8,28,0
2,0,1,0
245,246,248,0
225,11,0,1
194,22,18,1
13,9,26,0
1,1,1,0
245,246,248,0
220,9,0,1
189,21,18,1
13,9,26,0
1,1,1,0
245,246,248,0
187,22,18,1
14,10,27,0
1,1,1,0
245,246,248,0
219,17,13,1
188,23,19,1
14,10,25,0
1,1,1,0
245,246,248,0
215,17,16,1
190,25,21,1
14,10,24,0
1,1,1,0
245,246,248,0
207,14,15,1
193,26,20,1
14,10,24,0
1,1,1,0
245,246,248,0
196,10,11,1
193,20,13,1
13,9,23,0
2,0,1,0
246,246,248,0
196,17,10,1
13,9,23,0
2,0,1,0
246,246,248,0
179,5,4,1
203,15,6,1
13,9,24,0
2,0,1,0
246,246,248,0
172,4,1,1
211,14,6,1
12,10,24,0
2,0,1,0
246,246,248,0
165,3,0,1
222,15,9,1
12,10,24,0
1,1,1,0
245,245,247,0
161,4,0,1
228,15,9,1
12,11,25,0
1,1,1,0
245,245,247,0
233,14,10,1
10,14,26,0
1,1,1,0
246,244,247,0
163,10,4,1
232,13,9,1
14,18,30,0
1,1,1,0
246,244,247,0
167,13,13,1
231,14,7,1
16,18,33,0
1,1,1,0
245,243,246,0
161,11,12,1
231,14,7,1
16,15,31,0
1,1,1,0
245,243,246,0
150,10,9,1
231,13,11,1
15,14,32,0
1,1,1,0
245,243,246,0
232,12,12,1
13,12,30,0
1,1,1,0
245,243,246,0
122,7,2,1
231,11,13,1
15,13,34,0
1,1,1,0
243,243,245,0
111,4,0,1
234,11,16,1
19,20,40,0
1,1,1,0
243,243,245,0
100,1,0,1
234,11,16,1
17,19,40,0
1,1,1,0
243,243,245,0
95,2,0,1
235,12,17,1
9,14,34,0
1,1,1,0
243,243,245,0
237,12,18,1
6,11,33,0
1,1,1,0
242,243,245,0
98,5,0,1
236,13,16,1
6,11,33,0
1,1,1,0
242,243,245,0
106,9,0,1
237,14,15,1
8,8,32,0
1,1,1,0
243,244,246,0
119,10,3,1
235,15,15,1
11,9,33,0
1,1,1,0
243,244,246,0
134,11,4,1
234,16,15,1
13,9,34,0
1,1,1,0
242,243,245,0
234,19,16,1
13,7,33,0
1,1,1,0
242,243,245,0
166,12,12,1
235,20,18,1
13,9,32,0
1,1,1,0
241,242,244,0
178,12,12,1
235,22,18,1
14,9,32,0
1,1,1,0
241,242,244,0
194,18,18,1
234,21,13,1
15,9,35,0
1,1,1,0
240,241,243,0
201,17,17,1
238,24,16,1
18,9,38,0
1,1,1,0
240,241,243,0
213,25,16,1
20,11,118,0
1,1,1,0
248,248,250,0
119,31,17,1
213,26,17,1
17,9,110,0
1,1,1,0
248,248,250,0
111,35,21,1
214,25,19,1
15,8,104,0
2,0,1,0
248,248,250,0
106,39,23,1
213,24,20,1
13,7,97,0
2,0,1,0
248,248,250,0
104,41,24,1
211,22,18,1
11,7,92,0
2,0,1,0
248,248,250,0
207,22,19,1
9,6,87,0
2,0,1,0
248,248,250,0
103,47,30,1
205,23,19,1
8,5,82,0
2,0,1,0
248,248,250,0
108,55,37,1
204,25,20,1
8,7,77,0
2,0,1,0
248,248,250,0
114,61,43,1
201,22,17,1
7,7,71,0
2,0,1,0
247,247,249,0
118,62,45,1
202,21,14,1
7,6,63,0
2,0,1,0
247,247,249,0
204,19,14,1
7,8,54,0
2,0,1,0
246,247,249,0
137,74,57,1
207,18,14,1
6,9,44,0
2,0,1,0
246,247,249,0
147,80,64,1
210,18,17,1
6,10,37,0
4,0,1,0
246,247,249,0
151,79,64,1
212,18,18,1
8,10,33,0
4,0,1,0
246,247,249,0
154,78,62,1
213,19,19,1
12,9,36,0
2,0,1,0
246,247,249,0
214,20,20,1
12,10,34,0
2,0,1,0
246,247,249,0
155,74,55,1
214,22,21,1
13,9,34,0
2,0,1,0
243,247,248,0
160,74,57,1
210,20,20,1
13,10,31,0
2,0,1,0
243,247,248,0
167,79,65,1
204,20,18,1
13,10,29,0
1,1,1,0
243,247,248,0
171,82,68,1
196,16,15,1
13,10,27,0
1,1,1,0
243,247,248,0
188,15,11,1
13,10,27,0
1,1,1,0
245,246,248,0
179,90,74,1
188,17,10,1
13,10,27,0
1,1,1,0
245,246,248,0
190,98,83,1
187,18,11,1
13,10,27,0
1,1,1,0
245,246,248,0
190,97,82,1
183,15,6,1
13,10,27,0
1,1,1,0
245,246,248,0
191,95,81,1
185,11,2,1
13,10,29,0
2,0,1,0
245,246,248,0
193,12,3,1
13,10,29,0
2,0,1,0
245,246,248,0
183,82,70,1
202,14,5,1
13,10,31,0
2,0,1,0
246,246,248,0
180,79,67,1
213,16,8,1
12,10,31,0
2,0,1,0
246,246,248,0
174,76,65,1
222,17,12,1
12,10,31,0
1,1,1,0
245,245,247,0
166,70,58,1
228,16,12,1
10,11,31,0
1,1,1,0
245,245,247,0
232,14,12,1
12,14,29,0
1,1,1,0
245,245,247,0
126,40,27,1
232,13,11,1
16,18,33,0
1,1,1,0
245,245,247,0
101,19,5,1
232,15,10,1
19,18,34,0
1,1,1,0
245,243,246,0
81,8,0,1
230,15,10,1
19,16,33,0
1,1,1,0
245,243,246,0
72,13,0,1
230,15,13,1
18,15,34,0
1,1,1,0
245,243,246,0
230,14,17,1
16,13,32,0
1,1,1,0
245,243,246,0
68,11,0,1
231,14,22,1
17,14,35,0
1,1,1,0
243,243,245,0
69,9,0,1
231,14,22,1
21,19,40,0
1,1,1,0
243,243,245,0
71,8,0,1
230,13,21,1
17,19,40,0
1,1,1,0
243,243,245,0
71,7,0,1
231,12,18,1
12,14,35,0
1,1,1,0
243,243,245,0
234,14,16,1
7,12,32,0
1,1,1,0
242,243,245,0
75,2,0,1
238,15,16,1
6,11,31,0
1,1,1,0
242,243,245,0
81,4,0,1
236,14,13,1
8,8,32,0
1,1,1,0
243,244,246,0
90,6,0,1
236,17,13,1
11,9,33,0
1,1,1,0
243,244,246,0
101,8,0,1
236,17,13,1
13,9,34,0
1,1,1,0
242,243,245,0
237,19,17,1
12,8,33,0
1,1,1,0
242,243,245,0
131,14,7,1
235,17,16,1
11,9,31,0
1,1,1,0
241,242,244,0
143,16,9,1
235,20,18,1
12,10,32,0
1,1,1,0
241,242,244,0
152,17,13,1
236,21,18,1
13,9,32,0
1,1,1,0
240,241,243,0
159,16,12,1
238,21,16,1
15,10,33,0
1,1,1,0
240,241,243,0
215,23,18,1
21,11,107,0
1,1,1,0
248,248,250,0
169,15,13,1
212,23,17,1
15,9,99,0
1,1,1,0
248,248,250,0
179,19,19,1
215,21,19,1
12,6,92,0
2,0,1,0
248,248,250,0
185,19,19,1
214,20,20,1
11,6,90,0
2,0,1,0
248,248,250,0
190,16,18,1
212,20,19,1
9,5,89,0
2,0,1,0
248,248,250,0
210,21,19,1
8,5,86,0
2,0,1,0
248,248,250,0
205,14,19,1
206,21,19,1
9,5,89,0
2,0,1,0
248,248,250,0
